order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD222998,ID3215192049,2022-08-03,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Universe Note', 2), ('Toshika 750', 1)]",21349.999999999993,46.106,-37.8097732,144.9474216,25,Winter,False,0.32431,works great perfecto,True
ORD360669,ID0777905273,2022-08-19,Thompson,"[('Alcon 10', 1), ('pearTV', 2), ('iStream', 1)]",21720.0,42.625,-37.8008218,144.9568101,25,Winter,False,1.57304,waste of my money it wasn't unlocked!!! waste of my money.,False
ORD240503,ID1449285264,2022-01-21,Nickolson,"[('iStream', 2), ('Universe Note', 2), ('Thunder line', 2)]",11560.0,30.262,-37.8160776,144.9825965,50,Summer,False,1.18091,i have to consistently keep this phone on the charger ... i have to consistently keep this phone on the charger.. ive replaced the battery but the phone just leeps killong them,False
ORD335085,ID4909776703,2022-08-22,Bakers,"[('pearTV', 2), ('Candle Inferno', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",17730.0,81.057,-37.8233335,144.99988090000005,0,Winter,True,1.53994,works fine for now works fine for now,True
ORD362601,ID0576874717,2022-08-11,Bakers,"[('iAssist Line', 1), ('iStream', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",26970.0,60.454,-37.8233575,144.9880778,25,Winter,True,1.61494,i want more like it still learning how to use it,True
ORD370716,ID0624924248,2022-09-11,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 1)]",4879.9999999999945,59.318,-37.8197783,144.9581123,25,Spring,False,1.01445,"excellent service item was received exactly on the scheduled day, as well as complete and sealed. phone recognized my sim card and worked immediately.",True
ORD298001,ID3191033046,2022-04-07,Nickolson,"[('iStream', 1), ('Alcon 10', 2), ('Thunder line', 2), ('Candle Inferno', 1)]",22840.0,61.078,-37.8117793,144.96705480000003,25,Autumn,True,0.78982,five stars i love this phone and looks great for a used phone,True
ORD277093,ID6167489426,2022-02-02,Thompson,"[('Universe Note', 1), ('iStream', 1)]",3600.0,48.187,-37.8111977,144.9588052,50,Summer,True,1.04512,"i got on a same day just paying $9.00 for the shipping bigger than i phone s8, cool camera and screen colors and brightness are amazing.",True
ORD276070,ID5727168128,2022-03-04,Nickolson,"[('Lucent 330S', 2), ('iStream', 2)]",2760.0,60.955,-37.8254373,144.981127,25,Autumn,True,1.27132,"a really good phone, great value for money nothing to dislike.",True
ORD139085,ID6167489427,2022-10-15,Thompson,"[('Thunder line', 2), ('Universe Note', 2), ('Olivia x460', 1)]",12485.0,32.029,-37.8115095,144.959273,50,Spring,False,1.08106,🤦🏼‍♀️ too many bad reviews i should listen,False
ORD257995,ID0758611953,2022-01-26,Thompson,"[('Olivia x460', 1), ('iStream', 1), ('pearTV', 1)]",7685.0,77.235,-37.8215042,144.94563689999995,0,Summer,False,0.99107,"so amazing i am so in love with this phone, would take get another for a long time!!!",True
ORD308313,ID0638050580,2022-08-15,Nickolson,"[('Thunder line', 1), ('iStream', 2)]",2480.0,62.595,-37.8184191,144.966193,0,Winter,False,0.29594,"my wife changed from older pear. able to use ... my wife changed from older pear. able to use so many speedy apps. especially likes google, calendar, messaging and automatic bluetooth connection to car for calls, texts and emails.",True
ORD355358,ID1994687835,2022-06-23,Thompson,"[('Alcon 10', 2), ('Thunder line', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",22960.0,61.878,-37.7996368,144.9509081,25,Winter,True,1.48994,great reliable phone good phone,True
ORD127188,ID0633912993,2022-11-14,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('Toshika 750', 2), ('iStream', 2)]",12625.0,75.743,-37.8150899,144.9563101,0,Spring,False,0.85605,other than that it is really good. it is what it is. other than that it is really good.,True
ORD187547,ID4893629012,2022-01-31,Thompson,"[('pearTV', 2), ('Lucent 330S', 2), ('Olivia x460', 2), ('Toshika 750', 1)]",21850.0,81.754,-37.8113309,144.9294072,0,Summer,False,1.5604,works for me this device has unbelievable battery life. looking for something to use overseas as well. works for me.,True
ORD165219,ID0741702230,2022-10-27,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 2)]",8130.0,35.52,-37.8174886,144.9676326,50,Spring,False,0.20887,five stars this phone was in great condition. it works perfect.,True
ORD499778,ID0373655802,2022-07-08,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2)]",17539.999999999993,69.135,-37.812655,144.92524369999995,0,Winter,True,1.91937,title is misleading!!! bought this model as it was the t-mobile varient but was given an at&t model. disappointing,False
ORD059341,ID3215192034,2022-11-14,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Thunder line', 1)]",22540.0,84.582,-37.8085695,144.94688380000005,0,Spring,True,0.4571,"do not buy it from this seller i wish i could give 0 star review. do not buy it!!! i really needed the phone and it came all defective, when i try to call someone the main screen starts blinking and i can’t disconnect it or hang up, it will just keep rinoand eventually go to voicemail and i’m still not able to disconnect it. a waste of time!",False
ORD480083,ID3065030525,2022-01-29,Bakers,"[('Thunder line', 1), ('Toshika 750', 2), ('iAssist Line', 1)]",15269.999999999995,47.238,-37.8019771,145.0019334,50,Summer,True,1.06968,awesome phone!!! great phone! much better battery compared to alcon.,True
ORD056514,ID0030220684,2022-02-26,Bakers,"[('Thunder line', 2), ('Universe Note', 1)]",7810.0,46.704,-37.8090334,144.985669,50,Summer,True,0.84783,"just like they said lovely phone, pretty much does everything it says! i'm happy with my purchase and it feel great in my hands.",True
ORD109851,ID0418104790,2022-12-16,Bakers,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Olivia x460', 2)]",21580.0,40.515,-37.8184492,144.9904138,50,Summer,True,1.03197,"arrived broken upon receiving the package it was opened and we found that the back case on the phone was cracked. certified phone, i don't think so.",False
ORD001566,ID0746340941,2022-06-23,Bakers,"[('Universe Note', 1), ('Toshika 750', 1), ('iStream', 2)]",8070.0,30.77,-37.80502620000001,144.9960685,50,Winter,False,0.55811,works very well. cheaper than an ipad and works great for apps and video.,True
ORD212151,ID0591429117,2022-04-05,Nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 1), ('Olivia x460', 1), ('pearTV', 2)]",16735.0,77.073,-37.8180119,144.96497580000005,0,Autumn,True,0.40753,"great phone, feels good in the hand great phone, feels good in the hand, looks good, brilliant display, great and fast camera. only bad thing is that the fingerprint sensor does not work with the delivered us sw, but that's easy fixed by flashing a different version.",True
ORD178535,ID5630513726,2022-06-28,Thompson,"[('Thunder line', 2), ('iAssist Line', 2)]",13259.999999999993,56.738,-37.8172889,144.95259919999995,25,Winter,True,0.70747,"about phone. beautiful item, it just doesn't work well with straight talk.",True
ORD088619,ID2383211237,2022-07-28,Nickolson,"[('Thunder line', 2), ('Toshika 750', 1)]",8680.0,30.676,-37.8173262,144.9673987,50,Winter,False,0.23616,awesome buy got this for my 14 year old daughter and so far so good! she loves it. easy to use very durable. we have tmobile and have no service issues,True
ORD066538,ID1668523273,2022-05-01,Nickolson,"[('pearTV', 1), ('Candle Inferno', 2), ('Universe Note', 2), ('Thunder line', 1)]",16250.0,59.82,-37.8209026,144.9623358,25,Autumn,True,0.68449,"a good budget phone for my mom a good budget phone for my mom, she is enjoying it. the big screen is really easier for her to see. no problem so far",True
ORD247158,ID3945799029,2022-08-24,Thompson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Thunder line', 1)]",19719.999999999993,50.553,-37.8190592,144.9541293,0,Winter,False,0.94384,one star this thing should be called the s6.5.,False
ORD176315,ID0245807243,2022-02-07,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('pearTV', 1), ('iAssist Line', 2)]",18099.99999999999,42.417,-37.7988562,144.95908899999995,50,Summer,False,1.86635,great phone for the price if you can get past all the asus bloat ware they add and the zenui it's a decent phone.,True
ORD052819,ID1449355155,2022-04-07,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1), ('Alcon 10', 2)]",30950.0,78.542,-37.8155397,144.973457,0,Autumn,True,0.48338,combat medic approved simple and reliable. perfect for a soldier in training and on the go. everything i need to allow me to talk to my family on a daily basis. great product.,True
ORD304564,ID0267317935,2022-01-30,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 1)]",11410.0,57.42,-37.8226066,144.9579795,25,Summer,False,1.1112,happy with phone purchase very happy with condition of phone so far.,True
ORD418431,ID1462398772,2022-07-31,Bakers,"[('Universe Note', 2), ('iStream', 1), ('iAssist Line', 2)]",15949.999999999995,84.535,-37.8200052,145.01642130000005,0,Winter,True,2.17108,five stars i love it!,True
ORD434726,ID1492169362,2022-03-14,Thompson,"[('Universe Note', 1), ('iStream', 1), ('Alcon 10', 2)]",21500.0,42.769,-37.7992761,144.9641615,50,Autumn,True,2.11754,"love it!  great to request music and be able to see lyrics.  i had a line, but this is so much better.",True
ORD063563,ID0581708500,2022-09-06,Thompson,"[('iAssist Line', 2), ('Thunder line', 2)]",13259.999999999993,71.327,-37.8057389,144.9295765,25,Spring,True,1.7212,it was not good experience to buy a refurbished alcon it was refurbished but space and home touch is not working. it was not good experience to buy a refurbished alcon.,False
ORD494451,ID0472236190,2022-03-05,Nickolson,"[('Lucent 330S', 1), ('iStream', 1), ('Candle Inferno', 2), ('Thunder line', 2)]",6600.0,27.939,-37.8015308,144.9663514,50,Autumn,False,1.92027,not compatible with verizon reviews said this phone would work on verizon network. the phone i received is not compatible with verizon.,False
ORD088451,ID1463620974,2022-10-18,Bakers,"[('Lucent 330S', 2), ('Toshika 750', 2), ('Alcon 10', 1), ('iStream', 1)]",20200.0,106.307,-37.8166992,145.0072971,0,Spring,True,1.29713,awesome value for the price! great phone for the price! works perfectly with cricket! i've already started recommending this phone to all my friends!,True
ORD138443,ID0634783913,2022-12-07,Thompson,"[('Candle Inferno', 2), ('Thunder line', 1), ('Universe Note', 2)]",9940.0,54.34,-37.8135585,144.9371334,25,Summer,False,0.87929,fast delivery very fast delivery. great price. happy with the product and services. :),True
ORD281046,ID0060088683,2022-02-18,Bakers,"[('Thunder line', 1), ('iStream', 1), ('Toshika 750', 1)]",6650.0,65.301,-37.8217211,144.9865224,0,Summer,False,1.51332,"one star had nothing but problems with it. it would overheat, freeze and shut off. was very dissatisfied.",False
ORD366823,ID5727168127,2022-03-08,Nickolson,"[('Olivia x460', 1), ('pearTV', 1)]",7535.0,39.241,-37.8241762,144.98208380000003,25,Autumn,False,1.2651,one star i have to turn it off to charge it,False
ORD307232,ID6167236638,2022-08-13,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('Toshika 750', 2)]",10730.0,56.421,-37.8145791,144.95385019999995,25,Winter,True,0.63297,five stars this is a great phone!!!,True
ORD099023,ID0650269460,2022-08-04,Nickolson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Alcon 10', 1), ('Toshika 750', 2)]",21900.0,58.83,-37.8148083,144.9814605,25,Winter,True,1.12894,i bought this on black friday for 60 bucks and wasn't expecting too much at that price point. this isn't as good as a ipad but at that price it's pretty close and worth every penny.,True
ORD486715,ID6167191708,2022-08-17,Thompson,"[('iStream', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",6930.0,58.699,-37.8187081,144.95533659999995,25,Winter,True,0.9899,it works just right. my husband loves it too. it does well with my kids.,True
ORD219523,ID1833120502,2022-09-28,Thompson,"[('Candle Inferno', 1), ('iStream', 1), ('pearTV', 2), ('Lucent 330S', 2)]",15660.0,46.129,-37.799637,144.95515669999995,50,Spring,True,1.61611,"only good thing is the ui the phone runs very poorly. it takes forever to start up, hangs up constantly. even google maps won't load half the time. i know this is a budget phone but it should be able to run basic apps properly. only good thing is the ui. it almost stock android however it pointless since the phone runs so badly.",False
ORD329620,ID1560149580,2022-12-23,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",10559.999999999989,92.774,-37.8162293,144.93732340000005,0,Summer,True,0.94403,absolute beast great value for money.,True
ORD470570,ID0554206042,2022-10-25,Thompson,"[('pearTV', 2), ('Candle Inferno', 1), ('Thunder line', 2), ('iAssist Line', 2)]",26309.999999999996,62.839,-37.7987409,144.9359,25,Spring,False,1.83582,"awesome product good battery life, awesome olad display, finger print unlock is extremely fast.",True
ORD219716,ID0709977746,2022-11-18,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",18279.999999999993,106.043,-37.815411,144.9354421,0,Spring,True,1.06693,just got this today. hasn't use the phone yet ... just got this today. hasn't use the phone yet but just want to point out the package comes with european plug. will update the review later.,True
ORD207627,ID0043251976,2022-06-30,Thompson,"[('iStream', 2), ('Candle Inferno', 1)]",730.0,57.931,-37.8049802,144.9482313,25,Winter,True,0.86244,five stars present for my son's 13th birthday it's perfect,True
ORD459128,ID0650268133,2022-08-04,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 1), ('iStream', 1)]",10325.0,38.251,-37.815194,144.9750308,50,Winter,True,0.61281,five stars the phone was in great cosmetic condition and no issues with the phone.,True
ORD467967,ID4520380529,2022-07-18,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('Alcon 10', 2), ('Universe Note', 1)]",32170.0,79.378,-37.8156122,144.95829809999995,0,Winter,True,1.04029,great phone seeing that i came from an old lg stylus 3 this has been more then my expectations. no issues.,True
ORD264119,ID1982440001,2022-02-18,Bakers,"[('Toshika 750', 2), ('iAssist Line', 1), ('Alcon 10', 1)]",22040.0,71.695,-37.8143539,145.00613930000003,25,Summer,True,1.07491,"hybrid it doesn't follow through the phone seems to work great so far , it was sent with a defective charger, i was told my hybrid it that they would replace it, but that never happen, so i had to buy another one, which added to the initial cost.",True
ORD416409,ID0711333661,2022-11-14,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1), ('Candle Inferno', 1)]",7329.999999999993,89.103,-37.8067011,144.9560165,0,Spring,True,1.03014,it broke in a month booo boo,False
ORD496204,ID4520380551,2022-08-13,Nickolson,"[('pearTV', 2), ('iStream', 1), ('Toshika 750', 1)]",17090.0,75.556,-37.8192375,144.96108230000004,0,Winter,True,0.74812,"an excellent first android phone just switched from an alcon to the lucentx. it is incredible! great size, feel, and having almost stock android is a plus.",True
ORD038904,ID0634780108,2022-05-20,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",18820.0,32.257,-37.8129001,144.93925769999996,50,Autumn,False,0.6874,worked perfectly out of box was exceptionally easy to move everything from my old phone a lucent g5s plus to the new one. the battery life in particular is great and it has been everything i was hoping for.,True
ORD475958,ID0257503480,2022-03-02,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('Thunder line', 1)]",18030.0,41.584,-37.799838,144.9622065,50,Autumn,True,1.95292,"z3 play is a great phone i'm a bit of a lucentrola fanboy and this is my 2nd z3 play - first phone dropped and perished, 100% my fault. for the money, i don't think you're finding a better android phone in this price range.",True
ORD121980,ID3144992699,2022-10-08,Bakers,"[('Thunder line', 1), ('pearTV', 1)]",8490.0,56.817,-37.8152355,144.98811569999995,25,Spring,False,0.85547,excellent buy it's an amazing phone... it came on time and it works perfectly fine in the caribbean... great choice! it came with everything that the box is supposed to have,True
ORD075238,ID3163996209,2022-03-29,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('Alcon 10', 1)]",17630.0,39.875,-37.8026086,144.957187,25,Autumn,False,1.43076,"money back sigo esperando mi reembolso, no se pudo activar el teléfono con la compañía metro pcs",False
ORD004634,ID0702363984,2022-03-22,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1)]",19125.0,59.599,-37.8054349,144.9409965,25,Autumn,True,0.96666,five stars very good,True
ORD254515,ID0778809786,2022-04-17,Thompson,"[('pearTV', 1), ('Candle Inferno', 1), ('Toshika 750', 2)]",15380.0,26.638,-37.7996411,144.9567437,50,Autumn,False,1.68183,problem with mouth piece/ ear piece i have always used the active series but i feel it’s time that they are removed from stores. i have bought two this year and i have had to return both because of the same problem: mouth or ear piece is faulty. maybe these parts are affected by moisture due to length of stay in the store.,False
ORD129609,ID1217532949,2022-06-21,Bakers,"[('Universe Note', 1), ('Olivia x460', 1)]",4675.0,37.314,-37.8180479,144.9486133,25,Winter,False,0.61352,wrong model # the description says it's model 930a (at&t) but it's actually a 930t (t-mobile),False
ORD090195,ID0283334284,2022-11-28,Thompson,"[('Alcon 10', 1), ('iAssist Line', 1), ('Universe Note', 2)]",20300.0,41.079,-37.79973250000001,144.95341330000005,50,Spring,False,1.54482,"works great the phone was unlocked, looked and worked perfectly. will order from again",True
ORD068840,ID0349920153,2022-03-19,Bakers,"[('iAssist Line', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",18764.99999999999,40.809,-37.8181124,145.0038553,50,Autumn,True,1.17956,"great buy for those that like stock android. good phone. great looks, build and battery life. for a smooth stock android experience in an affordable package, look no further.",True
ORD106388,ID0571731596,2022-02-24,Thompson,"[('pearTV', 2), ('Toshika 750', 1), ('iStream', 1)]",17090.0,83.9,-37.8246631,144.9466253,0,Summer,True,1.33525,the structure of the phone has curvature the phone has no malfunction. but the structure of the phone has a clear curvature. the screen is raised. it bothered me so much,False
ORD060734,ID0650272351,2022-01-25,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 2), ('Toshika 750', 1)]",22650.0,48.852,-37.8104171,144.98101409999995,50,Summer,True,1.25128,great cell phone! excellent choice for a replacement phone on my old cell phone. works great!,True
ORD265602,ID6167247184,2022-10-28,Nickolson,"[('Lucent 330S', 2), ('pearTV', 2), ('iStream', 1), ('Toshika 750', 2)]",23870.0,46.728,-37.8197664,144.9590228,25,Autumn,False,0.93493,not unlocked phone was supposed to come unlocked and i sent it to my sister in bolivia just to come find out it’s actually locked and they’re unable to use it... waste of time and money and we don’t know whether or not it is possible to unlock it.,False
ORD361791,ID0597547574,2022-11-06,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('pearTV', 1), ('Universe Note', 1)]",30120.0,59.989,-37.8150387,144.9642269,0,Spring,False,0.61312,one star it come with damage in the charge pin,False
ORD245066,ID0301539193,2022-10-17,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Universe Note', 1), ('pearTV', 2)]",42610.0,80.322,-37.8211426,144.95771059999996,0,Spring,False,1.07911,like this so much bought another one for my daughter.,True
ORD055665,ID6167417897,2022-12-30,Thompson,"[('pearTV', 2), ('iStream', 1), ('Universe Note', 2), ('Lucent 330S', 2)]",22130.0,54.622,-37.8171905,144.9533848,25,Summer,False,0.74923,"this phone is awesome. fast this phone is awesome. fast, completely customizable, and easy to use. this is the best battery life i've ever had on a smartphone, even using wifi it lasts all day without a charge. i highly recommend.",True
ORD414296,ID6167266625,2022-11-01,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Olivia x460', 1), ('pearTV', 2)]",21175.0,31.615,-37.8096043,144.96368049999995,50,Spring,False,1.12613,stolen phone sold us a stolen phone so we couldn't activate it. we ended up returning it and just purchasing a new one through our phone plan.,False
ORD014357,ID0266739935,2022-07-23,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('Universe Note', 2), ('iAssist Line', 1)]",20290.0,40.439,-37.822551,144.9938715,50,Winter,True,1.40269,five stars i love this phone and it's still in a perfect condition! i saved a lot of money!,True
ORD077525,ID3285622990,2022-09-05,Thompson,"[('Thunder line', 1), ('Olivia x460', 2)]",4630.0,47.901,-37.8095255,144.93395980000005,25,Spring,False,1.20495,too many advertisements to get through. a little tough to adjust to coming from the pear world.,False
ORD390536,ID3215192023,2022-12-30,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('Toshika 750', 1), ('Thunder line', 2)]",11990.0,52.693,-37.8078839,144.9497582,25,Summer,False,0.58324,this candle is very convenient and has a great display that's easy on the eyes.,True
ORD448389,ID0030947260,2022-07-03,Nickolson,"[('Olivia x460', 1), ('pearTV', 2), ('Thunder line', 2)]",18205.0,81.544,-37.8027472,144.97197749999995,0,Winter,True,1.77699,"great phone purchased on may 23. 2015 came on may 25, 2015. phone works great. bought from open group wireless, new unlocked olivia universe note 3. has good battery life. use on straight talk. use my own sim card.",True
ORD490940,ID3216954879,2022-10-06,Bakers,"[('iAssist Line', 1), ('Alcon 10', 2)]",22350.0,50.764,-37.8064405,144.987244,50,Winter,True,0.80635,"olivia universe s4 as up today, the universe works perfectly, hope to continue as it is for more and more and more time!!",True
ORD059399,ID0054552189,2022-04-20,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 1), ('Alcon 10', 2)]",22210.0,61.053,-37.82042070000001,144.98500239999996,25,Autumn,True,1.37383,five stars great phone and people were very understanding ... easy to work with!,True
ORD270413,ID5002595070,2022-09-27,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1)]",1660.0,75.427,-37.8118367,144.95221750000005,0,Spring,False,0.46226,amazing! wow. finally a phone design for the younger techies.,True
ORD007450,ID2975262283,2022-08-24,Bakers,"[('Candle Inferno', 2), ('iStream', 2), ('Alcon 10', 1)]",10110.0,60.21,-37.8237048,144.9970525,25,Winter,True,1.53439,"it's that good this phone makes me a better person. it's light, decent battery life, good screen with great resolution, and totally intuitive to start using. a++. i bought a lifeproof case to protect it and it's an awesome combo.",True
ORD230492,ID0777832599,2022-06-30,Thompson,"[('iAssist Line', 1), ('iStream', 1), ('pearTV', 1)]",10909.999999999998,40.536,-37.8029941,144.9579155,50,Winter,True,1.43906,you will love it! i love this phone.,True
ORD292936,ID6231506306,2022-08-17,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 2), ('iStream', 1), ('Alcon 10', 1)]",15999.999999999995,57.573,-37.8248015,144.96902419999995,25,Winter,True,0.69244,"i got this for my birthday and i love it. i love the resolution, size and blue light setting. i am now thinking on buying one for my four year old nephew as a christmas present, i only need to buy a sleeve.",True
ORD152609,ID0595858242,2022-02-23,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 1)]",3680.0,95.461,-37.80961420000001,144.9711285,0,Summer,True,1.0093,my new phone the prevail 2 i love my new phone thanx digico!!!! i haven't used all my capabilities with it but it sure beats my other phone,True
ORD336304,ID3212024915,2022-10-17,Thompson,"[('iStream', 1), ('pearTV', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",18680.0,74.124,-37.8083859,144.9477409,25,Spring,True,0.4809,great phone. look brand new. arrived on time. the phone is amazing! i dont understand the bad reviews. i have no complaints!,True
ORD347458,ID4716795448,2022-05-08,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 1)]",1660.0,47.651,-37.8188376,144.9533842,25,Autumn,False,0.88278,"i love my new note 3 i love my new note 3. it's the best phone i've ever used, no contest. the shipping was super fast! two thumbs up guys!",True
ORD331446,ID6167236675,2022-01-02,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760.0,36.682,-37.8097814,144.9712373,50,Summer,False,0.99225,great gift,True
ORD380666,ID0207085753,2022-01-30,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 1), ('iAssist Line', 1), ('Lucent 330S', 1)]",15489.99999999999,83.542,-37.81192100000001,145.0156991,0,Summer,False,1.81268,"unlocked best value with dual sim capabilities works perfect with metro , pubg is nice too! currently using both t mobile and att service works perfectly! metro pcs & h2o signals! h20 is only 10$ a month for a line & free sim card.",True
ORD369141,ID6167285755,2022-03-30,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('iStream', 2)]",1955.0,31.279,-37.8130564,144.95136010000004,50,Autumn,False,0.37978,very good works perfectly out of the box.,True
