order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,discounted_delivery
ORD121021,ID0581704638,2022-07-19,Thompson,"[('Universe Note', 1), ('Olivia x460', 2), ('iStream', 2)]",6200,78.31,-37.8174241,144.9314051,0,Winter,True,1.47551,four stars amazing,True,78.31
ORD365796,ID6167489398,2022-03-18,Thompson,"[('Universe Note', 2), ('Olivia x460', 1)]",8125,25.498,-37.8100068,144.9585957,50,Autumn,False,1.05628,not a good product numerous broken functions.,False,50.996
ORD019641,ID4520380512,2022-03-10,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",14540,66.25,-37.811791,144.9565361,0,Autumn,False,0.83835,good phone and everything was pack perfect i open it ... good phone and everything was pack perfect i open it and love the phone it was in exelent condition i would by again,True,66.25
ORD027682,ID6197211423,2022-06-28,Thompson,"[('pearTV', 2), ('iStream', 2)]",12920,40.073,-37.8171708,144.9343225,50,Winter,True,1.22765,you can call people i bought this for my youngest child to use. he has damaged it already but that was to be expected. it only has 8 gb but he only uses it to make calls and to sometimes text. if you are needing a phone for more than that i would recommend a newer better quality phone.,True,80.146
ORD089982,ID1900213541,2022-09-01,Thompson,"[('Thunder line', 2), ('iStream', 2)]",4660,80.039,-37.8064174,144.9613443,25,Spring,True,1.43567,"like it zero issues. changed from alcon to this phone with android. easier transition than i anticipated. hapoy with change, especially since pear is forcing peopke to buy new phones as software updates won't occur with older phones.",True,106.71866666666666
ORD384181,ID5314227974,2022-07-28,Nickolson,"[('iAssist Line', 1), ('Toshika 750', 2), ('pearTV', 2)]",23485,56.29,-37.8186157,144.96533689999995,25,Winter,True,0.37058,international version. will require usa adapter for charger best phone at this price.,True,75.05333333333333
ORD182293,ID0641024814,2022-08-22,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1)]",3455,32.367,-37.808330700000006,144.9409115,50,Winter,False,0.72588,better and cheaper than alcon 6 so far so good from march 2019,True,64.734
ORD064588,ID2189475426,2022-02-28,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",24670,57.688,-37.8123039,144.9735149,0,Summer,False,0.78227,scam the screen died after 2.5 months of slow and painful work,False,57.688
ORD222241,ID0588191345,2022-05-19,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 2)]",8130,77.579,-37.8142319,144.9728163,0,Autumn,True,0.56422,great phone very good phone. very good buy.phone was in great shape. have it currently running on verizon network without problems.,True,77.579
ORD015903,ID0652430422,2022-04-12,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 2)]",6910,50.901,-37.80494270000001,144.97584030000004,25,Autumn,False,1.61726,"a step up from my s3 and it's a huge ... a step up from my s3 and it's a huge improvement. it's about the same size but packs a much bigger punch and is easier on the battery, with less heat.",True,67.86800000000001
ORD335774,ID0259616706,2022-06-04,Thompson,"[('pearTV', 1), ('Lucent 330S', 1)]",7540,49.748,-37.8143577,144.9548499,0,Winter,False,0.7095,waste. speaker stopped working after a few months and neither amazing nor toshika are willing to do anything about it. very unsatisfied.,False,49.748
ORD041007,ID0283059737,2022-07-22,Bakers,"[('iAssist Line', 2), ('Thunder line', 2), ('iStream', 1)]",8960,25.563,-37.79976170000001,144.99708059999998,50,Winter,False,1.15081,it was dirty inside screen was scratched very badly the phone had ... it was dirty inside screen was scratched very badly the phone had to be cleaned because it was terribly dirty.,False,51.126
ORD117383,ID0781137525,2022-01-09,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('pearTV', 1), ('Alcon 10', 1)]",18945,48.088,-37.8026975,144.9468405,50,Summer,True,1.11065,excellent excellent,True,96.176
ORD372062,ID0844496218,2022-07-09,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('Olivia x460', 2), ('Toshika 750', 2)]",26940,50.304,-37.82020670000001,144.9506248,0,Winter,False,0.89501,stopped working after 2 months after a month it started randomly turning off until it finally died. the b2x warranty website does not recognize the imei number and so i can't get in contact with them. avoid this phone.,False,50.304
ORD497289,ID0781000343,2022-12-24,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 2), ('Lucent 330S', 2), ('pearTV', 2)]",20390,59.362,-37.8050057,144.9493563,0,Summer,False,0.87691,fatal error message - common issues. started out as a decent phone. bought this back in february of 2019. recently started getting a fatal error message and can no longer turn on the phone. according to forums - this model has random issues like this especially they fatal error message that make the phone useless.,False,59.362
ORD079254,ID0287630659,2022-05-07,Thompson,"[('Thunder line', 1), ('Candle Inferno', 1), ('pearTV', 1), ('Alcon 10', 2)]",26820,33.344,-37.80418820000001,144.94482,50,Autumn,False,0.96501,great product great product. would buy again!,True,66.688
ORD160019,ID0317369554,2022-09-08,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2)]",5590,101.976,-37.8064324,144.95448059999995,0,Spring,True,0.95263,good value easy to set up and use on our local network (not verizon) without any hiccups.,True,101.976
ORD283094,ID0305909585,2022-12-24,Bakers,"[('Toshika 750', 2), ('pearTV', 1)]",14950,48.958,-37.8005666,145.004459,50,Summer,True,1.32679,best phone i had in a while best phone i had in a while,True,97.916
ORD142342,ID5424203774,2022-07-19,Nickolson,"[('Alcon 10', 1), ('Thunder line', 1)]",11130,38.198,-37.82223079999999,144.9782323,50,Winter,True,0.86403,super batería exelente calidad precio,True,76.396
ORD314099,ID2312383365,2022-02-23,Bakers,"[('pearTV', 1), ('Lucent 330S', 2)]",8770,38.441,-37.8079098,145.0087219,50,Summer,False,1.20891,"five stars love it, super fast for the price.",True,76.882
ORD270078,ID1449285264,2022-07-14,Nickolson,"[('iAssist Line', 2), ('Universe Note', 2)]",11350,60.548,-37.8160776,144.9825965,25,Winter,True,1.18091,nice good,True,80.73066666666666
ORD456165,ID4936948366,2022-08-25,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Thunder line', 1)]",8960,77.459,-37.80793920000001,144.98397880000005,0,Winter,True,1.01583,"four stars great android phone. great battery life. i took a star off because there is a lot of glass real estate that us only ""border""",True,77.459
ORD017107,ID0575390875,2022-01-22,Nickolson,"[('iStream', 1), ('Olivia x460', 2), ('Toshika 750', 1), ('pearTV', 1)]",13230,48.129,-37.8205828,144.9848106,25,Summer,False,1.35997,blacklisted does not work with sprint!! lying description and won't return my money because i've had it for longer than a month update: the phone is blacklisted and cannot be used with any carrier,False,64.172
ORD165943,ID3208518300,2022-09-02,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Alcon 10', 1), ('iStream', 1)]",10755,40.667,-37.8056106,144.9650581,50,Spring,False,1.49842,... makes the phone really hot other than that everything perfect and works right worth the money only not 6 bc the turbo cord is a international model and it comes with an adapter it just makes the phone really hot other than that everything perfect and works right worth the money,True,81.334
ORD333270,ID0338581562,2022-02-26,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('pearTV', 2), ('Candle Inferno', 2)]",22420,82.146,-37.8056615,144.97735519999995,0,Summer,False,1.59494,"happy of what i bought was a value of money, was same as i saw in youtube not malfunctions or any bad features and happy to deal with them.",True,82.146
ORD112253,ID0030385740,2022-11-05,Bakers,"[('Universe Note', 1), ('pearTV', 1), ('Toshika 750', 2), ('iStream', 2)]",18700,110.563,-37.8256755,144.99792150000005,0,Spring,True,1.76134,i really like this phone i really like this phone,True,110.563
ORD331870,ID1458418003,2022-12-13,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 2)]",6910,82.266,-37.81972879999999,145.00988859999995,0,Summer,False,1.68376,good as i expected,True,82.266
ORD277295,ID0575387772,2022-11-24,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 2)]",2085,106.331,-37.819644200000006,144.9849259,0,Spring,True,1.35703,awesome excellent,True,106.331
ORD029276,ID1964021908,2022-06-16,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Toshika 750', 1)]",9005,44.005,-37.81876870000001,144.96694219999995,25,Winter,True,0.23022,save your money ordered it and the battery was bad. ordered a replacemeht and the screen is scratched and somehow the screen is low quality and blacks out!!! don't buy,False,58.67333333333334
ORD126378,ID0588200619,2022-08-30,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2), ('pearTV', 1), ('Olivia x460', 2)]",18630,65.686,-37.8121425,144.9739206,0,Winter,False,0.8146,"very great phone i was a little apprehensive after reading the reviews but i’m glad i went ahead and bought it. the phone is great, looks nw an no visible scratches on the screen. a gear purchase , worth every dollar. i will definitely buy again from this seller, the phone came 2 days earlier.",True,65.686
ORD002086,ID1463656458,2022-08-20,Bakers,"[('pearTV', 1), ('Toshika 750', 1), ('iAssist Line', 1), ('iStream', 1)]",13005,32.533,-37.8185897,144.9991477,50,Winter,False,1.0167,it has been one of the best purchases ever. it is very simple to use.,True,65.066
ORD453237,ID6087941569,2022-07-31,Thompson,"[('iAssist Line', 2), ('iStream', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",9930,67.131,-37.8074481,144.961457,0,Winter,False,1.39265,five stars works perfect,True,67.131
ORD262987,ID6167254966,2022-10-29,Nickolson,"[('pearTV', 1), ('Alcon 10', 1)]",15260,52.995,-37.8180802,144.9703929,25,Spring,False,0.09362,"good deal so far certified refurbished phone; good deal so far, no scratches that i can see; phone works perfectly.",True,70.66
ORD432741,ID0575386147,2022-05-20,Nickolson,"[('Olivia x460', 2), ('Universe Note', 1), ('Lucent 330S', 1), ('iStream', 1)]",7280,34.366,-37.8203232,144.9842929,50,Autumn,True,1.31052,you can not receive any picture mail or group texts ... you can not receive any picture mail or group texts. you have to convert and do all kinds of things to make it work if it works at all. i even had my company it guy try to covert messages and couldn't make it convert group texts or picture messages,False,68.732
ORD083137,ID5457965892,2022-02-28,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130,38.467,-37.8192403,144.9422498,50,Summer,True,0.84499,broken within a few weeks the screen on this phone stopped working within 6 weeks. seller would not allow a return. very disappointed,False,76.934
ORD073723,ID0385165255,2022-08-23,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680,33.198,-37.801016,144.9819025,50,Winter,True,1.54067,bueno no era el que pedí llegó equivocado mandaron de 64gb tu pedí el de 124,False,66.396
ORD211971,ID2885215940,2022-03-21,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('iStream', 2)]",2385,33.995,-37.805043100000006,144.9712845,50,Autumn,True,1.51624,"buyer beware not want you are expecting! phone says it is locked to verizon only, but when i took it to verizon, they said it was not able to be activated. i knew i shouldn’t have bought a refurbished phone. buyer beware! you won’t get was you want. total waste of time! if i could have left zero stars i would have.",False,67.99
ORD496221,ID3208518273,2022-05-21,Nickolson,"[('pearTV', 2), ('Olivia x460', 1)]",13845,34.911,-37.8005101,144.9692496,50,Autumn,False,2.01333,four stars big fan,True,69.822
